,name,rating,reviews,ctype,hq,old,employees
9593,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9594,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9595,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9596,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9597,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9598,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9599,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9600,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9601,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9602,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9603,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9604,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9605,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9606,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9607,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9608,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9609,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9610,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9611,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9612,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9613,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9614,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9615,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9616,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9617,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9618,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9619,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9620,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9621,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9622,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9623,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9624,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9625,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9626,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9627,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9628,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9629,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9630,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9631,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9632,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9633,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9634,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9635,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9636,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9637,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9638,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9639,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9640,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9641,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9642,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9643,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9644,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9645,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9646,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9647,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9648,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9649,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9650,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9651,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9652,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9653,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9654,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9655,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9656,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9657,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9658,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9659,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9660,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9661,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9662,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9663,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9664,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9665,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9666,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9667,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9668,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9669,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9670,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9671,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9672,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9673,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9674,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9675,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9676,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9677,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9678,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9679,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9680,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9681,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9682,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9683,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9684,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9685,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9686,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9687,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9688,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9689,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9690,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9691,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9692,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9693,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9694,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9695,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9696,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9697,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9698,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9699,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9700,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9701,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9702,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9703,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9704,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9705,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9706,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9707,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9708,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9709,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9710,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9711,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9712,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9713,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9714,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9715,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9716,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9717,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9718,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9719,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9720,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9721,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9722,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9723,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9724,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9725,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9726,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9727,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9728,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9729,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9730,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9731,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9732,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9733,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9734,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9735,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9736,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9737,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9738,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9739,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9740,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9741,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9742,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9743,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9744,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9745,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9746,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9747,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9748,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9749,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9750,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9751,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9752,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9753,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9754,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9755,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9756,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9757,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9758,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9759,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9760,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9761,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9762,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9763,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9764,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9765,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9766,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9767,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9768,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9769,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9770,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9771,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9772,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9773,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9774,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9775,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9776,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9777,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9778,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9779,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9780,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9781,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9782,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9783,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9784,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9785,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9786,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9787,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9788,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9789,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9790,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9791,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9792,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9793,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9794,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9795,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9796,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9797,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9798,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9799,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9800,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9801,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9802,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9803,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9804,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9805,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9806,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9807,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9808,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9809,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9810,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9811,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9812,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9813,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9814,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9815,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9816,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9817,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9818,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9819,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9820,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9821,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9822,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9823,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9824,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9825,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9826,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9827,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9828,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9829,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9830,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9831,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9832,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9833,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
