,name,rating,reviews,ctype,hq,old,employees
302,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
303,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
304,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
305,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
306,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
307,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
308,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
309,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
310,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
311,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
312,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
313,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
314,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
315,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
316,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
317,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
318,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
319,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
320,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
321,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
322,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
323,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
324,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
325,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
326,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
327,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
328,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
329,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
330,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
331,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
332,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
333,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
334,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
335,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
336,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
337,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
338,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
339,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
340,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
341,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
342,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
343,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
344,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
345,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
346,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
347,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
348,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
349,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
350,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
351,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
352,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
353,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
354,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
355,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
356,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
357,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
358,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
359,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
360,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
361,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
362,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
363,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
364,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
365,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
366,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
367,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
368,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
369,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
370,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
371,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
372,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
373,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
374,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
375,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
376,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
377,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
378,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
379,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
380,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
381,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
382,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
383,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
384,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
385,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
386,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
387,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
388,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
389,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
390,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
391,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
392,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
393,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
394,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
395,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
396,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
397,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
398,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
399,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
400,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
401,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
402,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
403,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
404,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
405,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
406,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
407,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
408,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
409,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
410,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
411,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
412,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
413,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
414,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
415,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
416,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
417,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
418,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
419,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
420,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
421,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
422,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
423,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
424,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
425,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
426,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
427,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
428,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
429,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
430,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
431,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
432,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
433,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
434,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
435,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
436,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
437,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
438,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
439,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
440,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
441,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
442,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
443,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
444,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
445,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
446,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
447,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
448,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
449,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
450,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
451,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
452,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
453,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
454,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
455,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
456,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
457,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
458,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
459,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
460,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
461,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
462,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
463,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
464,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
465,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
466,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
467,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
468,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
469,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
470,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
471,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
472,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
473,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
474,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
475,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
476,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
477,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
478,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
479,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
480,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
481,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
482,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
483,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
484,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
485,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
486,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
487,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
488,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
489,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
490,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
491,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
492,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
493,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
494,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
495,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
496,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
497,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
498,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
499,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
500,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
501,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
502,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
503,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
504,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
505,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
506,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
507,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
508,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
509,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
510,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
511,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
512,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
513,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
514,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
515,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
516,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
517,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
518,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
519,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
520,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
521,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
522,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
523,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
524,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
525,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
526,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
527,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
528,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
529,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
530,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
531,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
532,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
533,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
534,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
535,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
536,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
537,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
538,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
539,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
540,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
541,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
542,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
